"","iteraciones","distancia","masa"
"3124",24,0.00939187269303848,"27"
"3125",25,0.0236200673434016,"101"
"3126",26,0.0173022938912202,"59"
"3127",27,0.0220969879435028,"83"
"3128",28,0.010118490822876,"21"
"3129",29,0.00764684085091992,"8"
"3130",30,0.019096531596464,"121"
"3131",31,0.0103929141007964,"21"
"3132",32,0.0170147694748956,"95"
"3133",33,0.0172687363192626,"59"
"3134",34,0.016896095405627,"105"
"3135",35,0.0182028605039126,"86"
"3136",36,0.0110282849856701,"24"
"3137",37,0.00868706883794102,"16"
"3138",38,0.00513332346194088,"9"
"3139",39,0.0151098701799968,"50"
"3140",40,0.00688167075606802,"17"
"3141",41,0.0142665370583803,"33"
"3142",42,0.0142216126814165,"46"
"3143",43,0.00650638699156089,"12"
"3144",44,0.0227310005774906,"119"
"3145",45,0.0213563397375636,"83"
"3146",46,0.0145858463815489,"41"
"3147",47,0.0162531959492032,"63"
"3148",48,0.0233050786422996,"118"
"3149",49,0.0149736903267457,"46"
"3150",50,0.00944223705136336,"28"
"3151",1,0.0100966024317871,"20"
"3152",2,0.00283627134558802,"5"
"3153",3,0.0109175952804505,"41"
"3154",4,0.00843204934956328,"21"
"3155",5,0.00594568945430771,"23"
"3156",6,0.00946212092793554,"14"
"3157",7,0.00896194280809991,"13"
"3158",8,0.00754902535135734,"36"
"3159",9,0.00693726932698957,"34"
"3160",10,0.0120282111919101,"30"
"3161",11,0.0227155795668047,"81"
"3162",12,0.00520760373627741,"13"
"3163",13,0.0171698924789926,"59"
"3164",14,0.0167880135571949,"69"
"3165",15,0.0198776012683646,"75"
"3166",16,0.010375886297714,"41"
"3167",17,0.0139336190278951,"43"
"3168",18,0.0129855098123993,"98"
"3169",19,0.0187143564115329,"54"
"3170",20,0.0132514001658644,"39"
"3171",21,0.01639670910745,"48"
"3172",22,0.0221957055069711,"75"
"3173",23,0.0188864259685688,"54"
"3174",24,0.00631478750070965,"27"
"3175",25,0.0241431249019941,"101"
"3176",26,0.0200902585298119,"59"
"3177",27,0.0228672913122134,"83"
"3178",28,0.0102591736435055,"21"
"3179",29,0.00828818369689596,"8"
"3180",30,0.017668533853708,"121"
"3181",31,0.0104779190979713,"21"
"3182",32,0.0133381397845136,"95"
"3183",33,0.020055582862482,"59"
"3184",34,0.0126158229554009,"105"
"3185",35,0.0191135090133478,"86"
"3186",36,0.0107539487389611,"24"
"3187",37,0.00945604331880505,"16"
"3188",38,0.00744098097056199,"9"
"3189",39,0.0170023192929524,"50"
"3190",40,0.00540836590668069,"17"
"3191",41,0.0124223829377341,"33"
"3192",42,0.0151770891554337,"46"
"3193",43,0.00560991064832424,"12"
"3194",44,0.0245070166416973,"119"
"3195",45,0.0222526916624706,"83"
"3196",46,0.0136448397474473,"41"
"3197",47,0.014449858741783,"63"
"3198",48,0.0238708252959563,"118"
"3199",49,0.0143450778437246,"46"
"3200",50,0.00634887415052237,"28"
"3201",1,0.00856891079881364,"20"
"3202",2,0.00203038875558531,"5"
"3203",3,0.0122635622517525,"41"
"3204",4,0.00621985918768962,"21"
"3205",5,0.0108235430811404,"23"
"3206",6,0.00812641621392891,"14"
"3207",7,0.00645916534287007,"13"
"3208",8,0.0119470333613457,"36"
"3209",9,0.0117189030927326,"34"
"3210",10,0.0139821685333673,"30"
"3211",11,0.0214473459770391,"81"
"3212",12,0.00462412818889908,"13"
"3213",13,0.0169373719579577,"59"
"3214",14,0.0159341589912593,"69"
"3215",15,0.0162908165321573,"75"
"3216",16,0.012263786518446,"41"
"3217",17,0.0146139872568613,"43"
"3218",18,0.0196533418760492,"98"
"3219",19,0.0141541914599374,"54"
"3220",20,0.0143138887685787,"39"
"3221",21,0.013015197105696,"48"
"3222",22,0.0203698758307288,"75"
"3223",23,0.0142767928948865,"54"
"3224",24,0.0111872292547358,"27"
"3225",25,0.0219704621094512,"101"
"3226",26,0.0154970830476211,"59"
"3227",27,0.0217063346875445,"83"
"3228",28,0.00948605586044154,"21"
"3229",29,0.00712111168831535,"8"
"3230",30,0.0194852338449883,"121"
"3231",31,0.00965343877753079,"21"
"3232",32,0.0193477112905664,"95"
"3233",33,0.0154519784747355,"59"
"3234",34,0.0199673069674753,"105"
"3235",35,0.0165974075488407,"86"
"3236",36,0.0105104827374158,"24"
"3237",37,0.00732203658524424,"16"
"3238",38,0.00558266352130727,"9"
"3239",39,0.0132507933294808,"50"
"3240",40,0.00893068599164935,"17"
"3241",41,0.0145366382728177,"33"
"3242",42,0.0126624064986366,"46"
"3243",43,0.00773008784656603,"12"
"3244",44,0.0242103689851819,"119"
"3245",45,0.0202815088275424,"83"
"3246",46,0.0144410651397801,"41"
"3247",47,0.0159888875436456,"63"
"3248",48,0.0223087465578948,"118"
"3249",49,0.0149305903366108,"46"
"3250",50,0.0111940980451649,"28"
"3251",1,0.00851225393868941,"20"
"3252",2,0.00266593667225799,"5"
"3253",3,0.0152342648753466,"41"
"3254",4,0.00884391151623591,"21"
"3255",5,0.0144052657036896,"23"
"3256",6,0.00916309036075055,"14"
"3257",7,0.00696500187421106,"13"
"3258",8,0.0150747333324388,"36"
"3259",9,0.0149324660341276,"34"
"3260",10,0.0134239626869718,"30"
"3261",11,0.0212616392678337,"81"
"3262",12,0.00167187762380486,"13"
"3263",13,0.0169121576960894,"59"
"3264",14,0.0198278590176189,"69"
"3265",15,0.02043181216201,"75"
"3266",16,0.0152545897326525,"41"
"3267",17,0.0137790393154839,"43"
"3268",18,0.0245983269363594,"98"
"3269",19,0.0152400691701333,"54"
"3270",20,0.0131233042696519,"39"
"3271",21,0.0146820431418079,"48"
"3272",22,0.0206924526307633,"75"
"3273",23,0.0153491880755406,"54"
"3274",24,0.0145547290798925,"27"
"3275",25,0.0225405460368933,"101"
"3276",26,0.0166593451858236,"59"
"3277",27,0.0214113669166737,"83"
"3278",28,0.00990360919425437,"21"
"3279",29,0.00804069456942404,"8"
"3280",30,0.0277018231243718,"121"
"3281",31,0.010191057622037,"21"
"3282",32,0.0240980625004037,"95"
"3283",33,0.016606914178123,"59"
"3284",34,0.0255997894907583,"105"
"3285",35,0.0206999121581845,"86"
"3286",36,0.0112679654863737,"24"
"3287",37,0.00745911179682673,"16"
"3288",38,0.00785556966243784,"9"
"3289",39,0.0147167651558719,"50"
"3290",40,0.0142008566187371,"17"
"3291",41,0.0129084195846827,"33"
"3292",42,0.0147397501023368,"46"
"3293",43,0.0113980295528545,"12"
"3294",44,0.0228454547274579,"119"
"3295",45,0.020436487712195,"83"
"3296",46,0.0134810782016511,"41"
"3297",47,0.0193823507766713,"63"
"3298",48,0.023991199956347,"118"
"3299",49,0.014195776877922,"46"
"3300",50,0.0145702793912453,"28"
"3301",1,0.0131243554092126,"20"
"3302",2,0.00229081011190869,"5"
"3303",3,0.0136116118361652,"41"
"3304",4,0.00890802744604469,"21"
"3305",5,0.0108989908689828,"23"
"3306",6,0.0112603573175182,"14"
"3307",7,0.010436839386409,"13"
"3308",8,0.0129645019733064,"36"
