"","k","Tiempos","Tipo"
"281",35000,1.88910794258118,"Paralelo"
"282",35000,1.98511290550232,"Paralelo"
"283",35000,1.92211008071899,"Paralelo"
"284",35000,1.90410900115967,"Paralelo"
"285",35000,1.96211194992065,"Paralelo"
"286",35000,1.89810919761658,"Paralelo"
"287",35000,1.89510798454285,"Paralelo"
"288",35000,1.91511011123657,"Paralelo"
"289",35000,1.96811294555664,"Paralelo"
"290",35000,1.91510891914368,"Paralelo"
"291",35000,1.89010787010193,"Paralelo"
"292",35000,1.9631130695343,"Paralelo"
"293",35000,1.89010810852051,"Paralelo"
"294",35000,1.95911192893982,"Paralelo"
"295",35000,1.93711113929749,"Paralelo"
"296",35000,1.97111201286316,"Paralelo"
"297",35000,1.90210890769958,"Paralelo"
"298",35000,1.89110803604126,"Paralelo"
"299",35000,1.99611496925354,"Paralelo"
"300",35000,1.90110802650452,"Paralelo"
"301",50000,4.37925100326538,"Paralelo"
"302",50000,4.25424289703369,"Paralelo"
"303",50000,4.17823910713196,"Paralelo"
"304",50000,4.15823793411255,"Paralelo"
"305",50000,4.12523603439331,"Paralelo"
"306",50000,4.14223694801331,"Paralelo"
"307",50000,4.14323687553406,"Paralelo"
"308",50000,4.21024084091187,"Paralelo"
"309",50000,4.13023614883423,"Paralelo"
"310",50000,4.16623783111572,"Paralelo"
"311",50000,4.11323499679565,"Paralelo"
"312",50000,4.03823089599609,"Paralelo"
"313",50000,4.14323687553406,"Paralelo"
"314",50000,4.14923691749573,"Paralelo"
"315",50000,4.18823885917664,"Paralelo"
"316",50000,4.13623714447021,"Paralelo"
"317",50000,4.14123702049255,"Paralelo"
"318",50000,4.15223693847656,"Paralelo"
"319",50000,4.13123607635498,"Paralelo"
"320",50000,4.1122350692749,"Paralelo"
"321",50000,4.11623597145081,"Paralelo"
"322",50000,4.14123582839966,"Paralelo"
"323",50000,4.10923504829407,"Paralelo"
"324",50000,4.1312370300293,"Paralelo"
"325",50000,4.16423797607422,"Paralelo"
"326",50000,4.2132408618927,"Paralelo"
"327",50000,4.12323617935181,"Paralelo"
"328",50000,4.12723588943481,"Paralelo"
"329",50000,4.12223601341248,"Paralelo"
"330",50000,4.11523509025574,"Paralelo"
"331",50000,4.16723799705505,"Paralelo"
"332",50000,4.12123584747314,"Paralelo"
"333",50000,4.23624205589294,"Paralelo"
"334",50000,4.17623901367188,"Paralelo"
"335",50000,4.22524213790894,"Paralelo"
"336",50000,4.12823581695557,"Paralelo"
"337",50000,4.17223906517029,"Paralelo"
"338",50000,4.13123607635498,"Paralelo"
"339",50000,4.03323101997375,"Paralelo"
"340",50000,4.15223693847656,"Paralelo"
"341",50000,4.23524308204651,"Paralelo"
"342",50000,4.31924700737,"Paralelo"
"343",50000,4.40025091171265,"Paralelo"
"344",50000,4.09523487091064,"Paralelo"
"345",50000,4.23324203491211,"Paralelo"
"346",50000,4.23624205589294,"Paralelo"
"347",50000,4.19923996925354,"Paralelo"
"348",50000,4.29824614524841,"Paralelo"
"349",50000,4.24824285507202,"Paralelo"
"350",50000,4.40725207328796,"Paralelo"
"351",50000,4.27724504470825,"Paralelo"
"352",50000,4.35224890708923,"Paralelo"
"353",50000,4.26324391365051,"Paralelo"
"354",50000,4.17023801803589,"Paralelo"
"355",50000,4.22524189949036,"Paralelo"
"356",50000,4.24524307250977,"Paralelo"
"357",50000,4.19123911857605,"Paralelo"
"358",50000,4.27524495124817,"Paralelo"
"359",50000,4.2242419719696,"Paralelo"
"360",50000,4.17723894119263,"Paralelo"
"361",50000,4.17923879623413,"Paralelo"
"362",50000,4.24024200439453,"Paralelo"
"363",50000,4.22924208641052,"Paralelo"
"364",50000,4.16423797607422,"Paralelo"
"365",50000,4.12623620033264,"Paralelo"
"366",50000,4.16723895072937,"Paralelo"
"367",50000,4.16023802757263,"Paralelo"
"368",50000,4.23524188995361,"Paralelo"
"369",50000,4.11023497581482,"Paralelo"
"370",50000,4.15523791313171,"Paralelo"
"371",50000,4.13423609733582,"Paralelo"
"372",50000,4.15323805809021,"Paralelo"
"373",50000,4.12823581695557,"Paralelo"
"374",50000,4.13623595237732,"Paralelo"
"375",50000,4.13223695755005,"Paralelo"
"376",50000,4.18423891067505,"Paralelo"
"377",50000,4.15523815155029,"Paralelo"
"378",50000,4.08923387527466,"Paralelo"
"379",50000,4.21324110031128,"Paralelo"
"380",50000,4.0212299823761,"Paralelo"
"381",50000,4.18923902511597,"Paralelo"
"382",50000,4.02723097801208,"Paralelo"
"383",50000,4.15823793411255,"Paralelo"
"384",50000,4.16523814201355,"Paralelo"
"385",50000,4.10623502731323,"Paralelo"
"386",50000,4.12023496627808,"Paralelo"
"387",50000,4.12223601341248,"Paralelo"
"388",50000,4.10023498535156,"Paralelo"
"389",50000,4.19623994827271,"Paralelo"
"390",50000,4.15223717689514,"Paralelo"
"391",50000,4.11423492431641,"Paralelo"
"392",50000,4.13423705101013,"Paralelo"
"393",50000,4.14223694801331,"Paralelo"
"394",50000,4.09523415565491,"Paralelo"
"395",50000,4.1502377986908,"Paralelo"
"396",50000,4.32724690437317,"Paralelo"
"397",50000,4.19024014472961,"Paralelo"
"398",50000,4.14323687553406,"Paralelo"
"399",50000,4.07023310661316,"Paralelo"
"400",50000,4.1662380695343,"Paralelo"
